Timestamp,Time,Date,Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
27-08-2014 11:32,11:32 AM,27-08-2014,31,Male,United States,Not specified,No,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 11:32,11:32 AM,27-08-2014,29,Male,Bulgaria,Not specified,No,No,Never,100-500,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No
27-08-2014 11:33,11:33 AM,27-08-2014,42,Female,United States,Not specified,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,Yes,Yes,Maybe,Maybe,No,Yes
27-08-2014 11:33,11:33 AM,27-08-2014,36,Male,United States,Not specified,Yes,No,Never,500-1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No
27-08-2014 11:33,11:33 AM,27-08-2014,27,Male,Canada,Not specified,No,No,Never,Jun-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
27-08-2014 11:34,11:34 AM,27-08-2014,29,Female,United States,Not specified,Yes,Yes,Rarely,26-100,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Maybe,Don't know,No
27-08-2014 11:34,11:34 AM,27-08-2014,23,Male,United Kingdom,Not specified,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,Maybe,Maybe,No,No
27-08-2014 11:34,11:34 AM,27-08-2014,32,Male,United States,Not specified,No,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No
27-08-2014 11:34,11:34 AM,27-08-2014,46,Male,United States,Yes,Yes,No,Sometimes,01-May,Yes,Yes,Yes,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,Yes
27-08-2014 11:35,11:35 AM,27-08-2014,36,Male,France,Yes,Yes,No,Don't know,Jun-25,Yes,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
27-08-2014 11:35,11:35 AM,27-08-2014,29,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,No,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No
27-08-2014 11:35,11:35 AM,27-08-2014,31,Male,United States,Yes,No,No,Never,01-May,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,Yes,No
27-08-2014 11:35,11:35 AM,27-08-2014,46,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No
27-08-2014 11:36,11:36 AM,27-08-2014,41,Male,United States,No,No,Yes,Never,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Yes,Don't know,No
27-08-2014 11:36,11:36 AM,27-08-2014,33,Male,United States,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Not sure,Don't know,Yes,Yes,Don't know,No,No,Yes,Yes,No,Yes,Don't know,No
27-08-2014 11:37,11:37 AM,27-08-2014,35,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,No,Don't know,No,Very easy,Yes,No,Some of them,Yes,No,Yes,No,No
27-08-2014 11:37,11:37 AM,27-08-2014,33,Male,United States,No,No,No,Don't know,01-May,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No
27-08-2014 11:37,11:37 AM,27-08-2014,35,Female,United States,No,Yes,Yes,Rarely,Jun-25,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:38,11:38 AM,27-08-2014,34,Male,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,No,No,No
27-08-2014 11:38,11:38 AM,27-08-2014,37,Male,United Kingdom,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
27-08-2014 11:39,11:39 AM,27-08-2014,32,Male,United Kingdom,No,No,No,Never,Jun-25,Yes,Yes,No,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,Maybe,No,No
27-08-2014 11:38,11:38 AM,27-08-2014,31,Male,United States,Yes,Yes,No,Rarely,01-May,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,No,No,Yes
27-08-2014 11:39,11:39 AM,27-08-2014,30,Male,United Kingdom,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Don't know,No
27-08-2014 11:39,11:39 AM,27-08-2014,42,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Some of them,Some of them,Maybe,Yes,Don't know,No
27-08-2014 11:40,11:40 AM,27-08-2014,40,Female,United States,No,No,Yes,Sometimes,01-May,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Yes,No
27-08-2014 11:41,11:41 AM,27-08-2014,27,Male,United States,No,No,Yes,Rarely,Jun-25,No,Yes,No,Yes,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
27-08-2014 11:41,11:41 AM,27-08-2014,29,Male,Canada,No,No,No,Rarely,01-May,No,Yes,No,No,No,No,Don't know,Very easy,Yes,Maybe,Some of them,No,No,No,Don't know,No
27-08-2014 11:41,11:41 AM,27-08-2014,38,Male,Portugal,No,No,No,Don't know,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
27-08-2014 11:42,11:42 AM,27-08-2014,50,Male,United States,No,No,No,Don't know,100-500,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
27-08-2014 11:42,11:42 AM,27-08-2014,35,Male,United States,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:42,11:42 AM,27-08-2014,24,Male,United Kingdom,No,No,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,No,Yes
27-08-2014 11:42,11:42 AM,27-08-2014,35,Male,United States,No,No,No,Don't know,More than 1000,Yes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat difficult,Yes,Yes,Some of them,No,No,Maybe,Don't know,No
27-08-2014 11:43,11:43 AM,27-08-2014,27,Male,Canada,No,Yes,Yes,Sometimes,01-May,No,Yes,No,Yes,No,No,Yes,Very difficult,Maybe,No,Some of them,No,No,No,Yes,No
27-08-2014 11:43,11:43 AM,27-08-2014,18,Male,Netherlands,No,No,No,Often,Jun-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Some of them,No,No,No,No
27-08-2014 11:43,11:43 AM,27-08-2014,30,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,No,No,No,Maybe,Don't know,No
27-08-2014 11:43,11:43 AM,27-08-2014,38,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
27-08-2014 11:43,11:43 AM,27-08-2014,28,Male,United Kingdom,No,No,No,Don't know,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Maybe,Some of them,Yes,Maybe,Yes,Don't know,No
27-08-2014 11:43,11:43 AM,27-08-2014,34,Male,United States,No,No,No,Don't know,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Don't know,No
27-08-2014 11:43,11:43 AM,27-08-2014,26,Male,Canada,Yes,No,No,Sometimes,01-May,No,Yes,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No
27-08-2014 11:44,11:44 AM,27-08-2014,30,Male,United States,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 11:44,11:44 AM,27-08-2014,22,Male,United States,No,Yes,Yes,Often,Jun-25,No,Yes,No,Yes,No,No,Yes,Very difficult,Maybe,No,No,No,No,Maybe,Don't know,No
27-08-2014 11:45,11:45 AM,27-08-2014,33,Male,United States,No,No,No,Don't know,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
27-08-2014 11:45,11:45 AM,27-08-2014,31,Male,United States,No,No,No,Don't know,100-500,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
27-08-2014 11:45,11:45 AM,27-08-2014,32,Male,United States,No,No,No,Never,01-May,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 11:46,11:46 AM,27-08-2014,28,Male,Switzerland,No,No,No,Don't know,100-500,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,Maybe,Don't know,No
27-08-2014 11:46,11:46 AM,27-08-2014,27,Male,United States,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No
27-08-2014 11:46,11:46 AM,27-08-2014,32,Male,United States,No,Yes,No,Don't know,Jun-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
27-08-2014 11:47,11:47 AM,27-08-2014,24,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,Maybe,Some of them,Yes,Yes,Yes,No,No
27-08-2014 11:47,11:47 AM,27-08-2014,26,Male,United States,No,No,No,Don't know,26-100,No,No,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
27-08-2014 11:47,11:47 AM,27-08-2014,33,Male,Canada,No,Yes,Yes,Often,Jun-25,Yes,Yes,Don't know,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,No
27-08-2014 11:48,11:48 AM,27-08-2014,44,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,Yes
27-08-2014 11:49,11:49 AM,27-08-2014,26,Female,Poland,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
27-08-2014 11:50,11:50 AM,27-08-2014,27,Male,United Kingdom,No,No,No,Never,100-500,No,Yes,Yes,Not sure,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:50,11:50 AM,27-08-2014,26,Male,France,No,No,No,Don't know,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,No,No,No,No,Yes
27-08-2014 11:50,11:50 AM,27-08-2014,35,Male,Canada,No,No,No,Sometimes,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
27-08-2014 11:51,11:51 AM,27-08-2014,40,Male,United States,No,Yes,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,Yes
27-08-2014 11:51,11:51 AM,27-08-2014,23,Female,Australia,No,Yes,Yes,Often,01-May,Yes,Yes,No,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
27-08-2014 11:52,11:52 AM,27-08-2014,36,Male,United States,No,No,No,Sometimes,100-500,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Yes,Yes,No
27-08-2014 11:52,11:52 AM,27-08-2014,31,Female,United States,No,No,No,Don't know,26-100,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
27-08-2014 11:52,11:52 AM,27-08-2014,34,Male,United States,Yes,No,No,Rarely,01-May,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
27-08-2014 11:53,11:53 AM,27-08-2014,28,Male,France,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
27-08-2014 11:53,11:53 AM,27-08-2014,34,Male,Canada,No,No,No,Never,Jun-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 11:54,11:54 AM,27-08-2014,23,Other,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Yes,Yes,No,No,No,No
27-08-2014 11:56,11:56 AM,27-08-2014,38,Male,United Kingdom,No,No,No,Don't know,26-100,No,Yes,No,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
27-08-2014 11:56,11:56 AM,27-08-2014,33,Male,United States,No,No,No,Never,More than 1000,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No
27-08-2014 11:57,11:57 AM,27-08-2014,19,Male,United Kingdom,No,No,No,Don't know,01-May,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No
27-08-2014 11:57,11:57 AM,27-08-2014,25,Male,United States,No,No,No,Don't know,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No
27-08-2014 11:57,11:57 AM,27-08-2014,31,Male,United States,Yes,Yes,No,Sometimes,01-May,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:59,11:59 AM,27-08-2014,32,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Yes,No,No
27-08-2014 12:00,12:00 PM,27-08-2014,28,Male,Germany,No,No,No,Never,Jun-25,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
27-08-2014 12:01,12:01 PM,27-08-2014,38,Male,United States,No,Yes,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Yes,Some of them,Maybe,Maybe,Yes,No
27-08-2014 12:02,12:02 PM,27-08-2014,23,Male,United Kingdom,No,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
27-08-2014 12:02,12:02 PM,27-08-2014,30,Male,Canada,No,No,No,Never,26-100,No,No,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,No,No
27-08-2014 12:03,12:03 PM,27-08-2014,27,Female,United States,Yes,No,Yes,Often,01-May,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
27-08-2014 12:05,12:05 PM,27-08-2014,33,Male,United States,No,Yes,No,Never,More than 1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No
27-08-2014 12:05,12:05 PM,27-08-2014,31,Male,United States,No,No,No,Don't know,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No
27-08-2014 12:07,12:07 PM,27-08-2014,39,Male,United Kingdom,Yes,No,Yes,Often,Jun-25,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,Yes
27-08-2014 12:10,12:10 PM,27-08-2014,34,Female,United States,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No
27-08-2014 12:11,12:11 PM,27-08-2014,29,Female,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,Yes
27-08-2014 12:11,12:11 PM,27-08-2014,32,Male,United States,No,No,No,Don't know,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No
27-08-2014 12:12,12:12 PM,27-08-2014,31,Male,United States,No,No,No,Never,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
27-08-2014 12:13,12:13 PM,27-08-2014,40,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Very difficult,No,No,Yes,Yes,Yes,Yes,No,No
27-08-2014 12:14,12:14 PM,27-08-2014,34,Male,United States,No,No,No,Don't know,26-100,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No
27-08-2014 12:15,12:15 PM,27-08-2014,18,Other,Russia,No,No,No,Don't know,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
27-08-2014 12:15,12:15 PM,27-08-2014,25,Female,Canada,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
27-08-2014 12:15,12:15 PM,27-08-2014,29,Male,United States,No,No,No,Never,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,No,No
27-08-2014 12:16,12:16 PM,27-08-2014,24,Male,United States,No,Yes,No,Rarely,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
27-08-2014 12:17,12:17 PM,27-08-2014,31,Male,Mexico,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,No,No
27-08-2014 12:18,12:18 PM,27-08-2014,33,Male,United States,No,No,Yes,Sometimes,Jun-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No
27-08-2014 12:18,12:18 PM,27-08-2014,30,Male,United States,No,No,Yes,Often,01-May,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 12:18,12:18 PM,27-08-2014,26,Female,Canada,No,Yes,Yes,Sometimes,26-100,No,No,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,No,Yes
27-08-2014 12:18,12:18 PM,27-08-2014,44,Female,United States,No,No,No,Never,100-500,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,Some of them,No,No,Don't know,No
27-08-2014 12:19,12:19 PM,27-08-2014,25,Male,United States,No,Yes,No,Don't know,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 12:20,12:20 PM,27-08-2014,33,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
27-08-2014 12:22,12:22 PM,27-08-2014,29,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 12:23,12:23 PM,27-08-2014,35,Male,United States,No,Yes,No,Rarely,Jun-25,No,Yes,Yes,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 12:23,12:23 PM,27-08-2014,35,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27-08-2014 12:25,12:25 PM,27-08-2014,28,Male,Brazil,No,Yes,Yes,Rarely,Jun-25,No,Yes,No,No,No,No,No,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,Yes
27-08-2014 12:28,12:28 PM,27-08-2014,34,Male,United States,No,Yes,No,Never,Jun-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
27-08-2014 12:28,12:28 PM,27-08-2014,32,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
27-08-2014 12:29,12:29 PM,27-08-2014,22,Male,United States,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Yes,No,No,No,No,Yes,No,No
27-08-2014 12:31,12:31 PM,27-08-2014,28,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
27-08-2014 12:31,12:31 PM,27-08-2014,45,Male,United States,No,Yes,Yes,Rarely,Jun-25,Yes,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
27-08-2014 12:31,12:31 PM,27-08-2014,32,Male,United States,No,No,No,Never,100-500,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
27-08-2014 12:31,12:31 PM,27-08-2014,28,Male,United States,No,No,No,Don't know,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
27-08-2014 12:31,12:31 PM,27-08-2014,26,Male,United Kingdom,No,No,No,Never,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,Yes
27-08-2014 12:31,12:31 PM,27-08-2014,21,Male,United Kingdom,Yes,No,No,Often,01-May,Yes,No,No,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No
27-08-2014 12:31,12:31 PM,27-08-2014,27,Male,Canada,No,No,No,Rarely,Jun-25,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 12:31,12:31 PM,27-08-2014,18,Male,United States,No,No,Yes,Rarely,01-May,Yes,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,No,No,No,Don't know,No
27-08-2014 12:32,12:32 PM,27-08-2014,35,Male,United States,No,No,No,Don't know,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
27-08-2014 12:32,12:32 PM,27-08-2014,29,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
27-08-2014 12:33,12:33 PM,27-08-2014,25,Male,United States,No,No,No,Don't know,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
27-08-2014 12:33,12:33 PM,27-08-2014,33,Male,United States,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
27-08-2014 12:33,12:33 PM,27-08-2014,36,Male,United States,No,No,No,Often,Jun-25,No,Yes,Yes,No,No,No,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No
27-08-2014 12:33,12:33 PM,27-08-2014,27,Male,Canada,No,No,Yes,Never,100-500,No,No,Yes,Not sure,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
27-08-2014 12:34,12:34 PM,27-08-2014,27,Male,United States,No,Yes,No,Never,500-1000,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,Some of them,No,No,Yes,Don't know,No
27-08-2014 12:34,12:34 PM,27-08-2014,27,Male,United Kingdom,No,No,No,Don't know,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No
